,index,NbCommentaire,NbIngredients,Note,Plat,Temps,accompagnement,amusegueule,boisson,confiserie,dessert,entree,ingredient,platprincipal,sauce,vegan,vegetarien
133,134,103,14,"4,7",Chili con carne,150,0,0,0,0,0,0,"['tomate', 'piment-d-espelette', 'boeuf-hache', 'piment-de-cayenne', 'origan', 'tabasco', 'haricots-rouges', 'bouillon', 'ail', 'cumin', 'poivron', 'olives', 'oignon', 'sel']",1,0,0,0
134,135,25,9,4,Bouchée bacon moutarde,45,0,1,0,0,0,0,"['comte', 'levure', 'farine', 'oeuf', 'beurre', 'fromage-blanc', 'bacon', 'moutarde-a-l-ancienne', 'moutarde']",0,0,0,0
135,136,3,7,5,Tomates mozzarella multicolores façon burger,15,0,0,0,0,0,1,"['mozzarella', 'tomate', 'basilic', 'huile', 'vinaigre', 'poivre', 'sel']",0,0,0,1
136,137,103,9,"4,7",Tatin d'endives aux marrons,70,0,0,0,0,0,1,"['pate-feuilletee', 'marrons', 'beurre', 'endive', 'miel-liquide', 'fromage-de-chevre', 'poivre', 'sucre', 'sel']",0,0,0,1
137,138,216,6,"4,7",Blinis,20,0,0,0,0,0,1,"['farine', 'lait', 'oeuf', 'beurre', 'levure-de-boulanger', 'sel']",0,0,0,1
138,139,112,16,"4,8",Carbonnade flamande à ma façon,195,0,0,0,0,0,0,"['macreuse', 'baies-roses', 'moutarde', 'huile-d-olive', 'lardons', 'cassonade', 'pain-d-epices', 'feuille-de-laurier', 'thym', 'beurre', 'ail', 'biere-brune', 'poivre', 'pain', 'oignon', 'sel']",1,0,0,0
139,140,81,14,"4,6",Carrot Cake,120,0,0,0,0,1,0,"['farine', 'fromage', 'sucre-glace', 'oeuf', 'beurre', 'sucre-en-poudre', 'cannelle', 'noix', 'yaourt-brasse', 'levure-chimique', 'carotte', 'sel']",0,0,0,1
140,141,25,5,"4,9",Verrine des Îles (crevettes et mangue),430,0,0,0,0,0,1,"['crevette', 'huile-d-olive', 'citron-vert', 'mangue', 'coriandre']",0,0,0,0
141,142,18,7,"4,8","Salade de pastèque, feta et oignon",15,0,0,0,0,0,1,"['pasteque', 'jus-de-citron', 'citron', 'huile-d-olive', 'persil', 'oignon', 'feta']",0,0,0,1
142,143,18,5,"4,2",Bricks au poulet et à la ricotta,35,0,0,0,0,0,0,"['ricotta', 'brick', 'ail', 'poulet', 'echalote']",1,0,0,0
143,144,123,10,"4,8",Gambas à l'armoricaine,35,0,0,0,0,0,0,"['cognac', 'huile-d-olive', 'coulis-de-tomate', 'oignon', 'creme-fraiche', 'vin-blanc', 'persil', 'ail', 'gambas', 'echalote']",1,0,0,0
144,145,5,10,"3,6",Currywurst,20,0,0,0,0,0,0,"['saucisse-de-francfort', 'huile-d-olive', 'coulis-de-tomate', 'oignon', 'vinaigre', 'curry', 'poivre', 'sucre', 'moutarde', 'sel']",1,0,0,0
145,146,8,7,"4,5",Fondant au chocolat au potimarron,20,0,0,0,0,1,0,"['chocolat-noir', 'farine', 'puree', 'sucre', 'oeuf', 'beurre', 'poudre-d-amande']",0,0,0,1
146,147,8,9,"4,1",Pudding chocolat banane vanille et graines de chia,15,0,0,0,0,1,0,"['extrait-de-vanille', 'lait-de-coco', 'cacao', 'graines-de-chia', 'banane', 'miel']",0,0,0,1
147,148,175,6,"4,7",Filets de poulet à la moutarde et à la crème,25,0,0,0,0,0,0,"['echalote', 'huile', 'beurre', 'creme-fraiche-epaisse', 'filet-de-poulet', 'moutarde']",1,0,0,0
148,149,248,6,"4,8",Cailles à la moutarde et au miel,70,0,0,0,0,0,0,"['caille', 'beurre', 'poivre', 'miel', 'moutarde', 'sel']",1,0,0,0
149,150,6,5,"4,3",Ramequin fondant au lemon curd,22,0,0,0,0,1,0,"['farine', 'oeuf', 'beurre', 'sucre', 'lemon-curd']",0,0,0,1
150,151,10,7,"4,6",Cheesecake au lemon curd,80,0,0,0,0,1,0,"['citron', 'fromage', 'oeuf', 'beurre', 'sucre-en-poudre', 'biscuit-sable', 'lemon-curd']",0,0,0,1
151,152,35,9,"4,3","Gâteau au chocolat blanc, glaçage chocolat blanc !",45,0,0,0,0,1,0,"['farine', 'sucre-glace', 'oeuf', 'eau', 'beurre', 'chocolat-blanc', 'sucre', 'sel']",0,0,0,1
152,153,7,4,4,Fondant au chocolat sans farine au micro-ondes,20,0,0,0,0,1,0,"['oeuf', 'beurre', 'sucre', 'chocolat']",0,0,0,1
153,154,4,8,"3,3",Mendiants 3 chocolats,25,0,0,0,1,0,0,"['chocolat-noir', 'pistache', 'noisettes', 'chocolat-au-lait', 'noix-de-coco-rapee', 'cerneau-de-noix', 'pignons', 'chocolat-blanc']",0,0,0,1
154,155,8,6,"4,4",Tarte aux ravioles et au chèvre,40,0,0,0,0,0,0,"['raviole', 'pate-feuilletee', 'buche-de-chevre', 'creme', 'poivre', 'sel']",1,0,0,1
155,156,58,8,"4,3",Tarte à la courgette et au chèvre,60,0,0,0,0,0,1,"['courgette', 'oeuf', 'creme-fraiche', 'sel', 'buche-de-chevre', 'poivre', 'herbes-de-provence', 'fond']",0,0,0,1
156,157,49,9,"4,9",Verrines de saumon fumé et purée d'avocats,30,0,1,0,0,0,0,"['saumon-fume', 'citron', 'tomate', 'avocat', 'carre-frais', 'paprika', 'coriandre', 'poivre', 'sel']",0,0,0,0
157,158,60,5,"4,6",Mousse au speculoos,20,0,0,0,0,1,0,"['blanc-d-oeuf', 'mascarpone', 'jaune-d-oeuf', 'speculoos', 'sucre']",0,0,0,1
158,159,550,6,"4,7",Tarte pommes râpées citrons,55,0,0,0,0,1,0,"['citron', 'pate-brisee', 'pomme', 'oeuf', 'beurre', 'sucre-en-poudre']",0,0,0,1
159,160,10,6,"4,1",Twix géant,70,0,0,0,0,1,0,"['chocolat-au-lait', 'farine', 'beurre', 'sucre-en-poudre', 'lait-concentre-sucre']",0,0,0,1
160,161,15,5,"4,5",Escalopes de céleri,40,0,0,0,0,0,0,"['celeri', 'huile', 'panure', 'poivre', 'sel']",1,0,1,1
161,162,305,4,"4,8",Rochers à la noix de coco,20,0,0,0,1,0,0,"['oeuf', 'noix-de-coco-rapee', 'farine', 'sucre-en-poudre']",0,0,0,1
162,163,7,6,"4,7",Mousse au chocolat blanc et tuiles carambar,35,0,0,0,0,1,0,"['agar-agar', 'lait', 'carambar', 'creme-fraiche', 'oeuf', 'chocolat-blanc']",0,0,0,1
163,164,18,13,"4,7",Potée auvergnate,427,0,0,0,0,0,0,"['clou-de-girofle', 'pomme-de-terre', 'palette', 'chou', 'navet', 'carotte', 'graisse-de-canard', 'bouquet-garni', 'jambonneau', 'saucisse-de-morteau', 'poivre-en-grains', 'oignon', 'petit-sale']",1,0,0,0
164,165,9,7,"4,6",Financiers au thé vert,39,0,0,0,0,1,0,"['blanc-d-oeuf', 'levure', 'poudre-de-noisette', 'farine', 'beurre', 'the-vert', 'sucre']",0,0,0,1
165,166,103,7,"4,8",poulet au coco et curry,75,0,0,0,0,0,0,"['lait-de-coco', 'champignon-de-paris', 'noix-de-coco', 'oignon-jaune', 'curry', 'escalope-de-poulet', 'gingembre']",1,0,0,0
166,167,115,8,"4,7","Tarte de potimarron, lardons et oignons caramélisés",60,0,0,0,0,0,1,"['pate-feuilletee', 'potimarron', 'oeuf', 'poivre', 'lardons-fumes', 'creme-semi-epaisse', 'oignon', 'sel']",0,0,0,0
167,168,484,4,"4,7",Crumble simple,35,0,0,0,0,1,0,"['pomme', 'beurre', 'farine', 'sucre']",0,0,0,1
168,169,1,8,5,Tuiles aux amandes nappées de chocolat,23,0,0,0,0,1,0,"['amandes', 'blanc-d-oeuf', 'chocolat-au-lait', 'farine', 'sucre-glace', 'sucre-vanille', 'beurre', 'sucre']",0,0,0,1
169,170,25,5,"4,7",Bruschetta à la mozzarella,15,0,1,0,0,0,0,"['mozzarella', 'tomate', 'huile-d-olive', 'origan', 'pain-de-campagne']",0,0,0,1
170,171,205,7,"4,7",Délicieux marbré au chocolat au lait,66,0,0,0,0,1,0,"['levure', 'chocolat-au-lait', 'farine', 'lait', 'oeuf', 'beurre', 'sucre']",0,0,0,1
171,172,3,7,5,Biscuit fer à cheval chocolat noisette,45,0,0,0,0,1,0,"['chocolat-noir', 'poudre-de-noisette', 'beurre-doux', 'farine', 'oeuf', 'beurre-demi-sel', 'sucre-en-poudre']",0,0,0,1
172,173,1,7,5,Boulettes de viande façon oeuf cocotte,27,0,0,0,0,0,1,"['huile', 'chapelure', 'viande', 'coriandre', 'oeuf-de-caille', 'poivre', 'sel']",0,0,0,0
173,174,9,8,"4,8",Gâteau tortue,115,0,0,0,0,1,0,"['chocolat-noir', 'farine', 'lait', 'oeuf', 'sucre-glace', 'beurre', 'sucre-en-poudre', 'sel']",0,0,0,1
174,175,44,8,"4,7",Petits pois à l'ancienne,45,1,0,0,0,0,0,"['petit-pois', 'laitue', 'beurre', 'poivre', 'lardons-fumes', 'sucre', 'oignon', 'sel']",0,0,0,0
175,176,29,6,"4,6",Tiramisu aux spéculoos et à la noix de coco,33,0,0,0,0,1,0,"['mascarpone', 'lait-de-coco', 'speculoos', 'oeuf', 'noix-de-coco-rapee', 'sucre-en-poudre']",0,0,0,1
176,177,29,3,"4,7",Smoothie au lait de coco,10,0,0,1,0,0,0,"['banane', 'lait-de-coco', 'jus-d-ananas']",0,0,1,1
177,178,24,6,"3,9",Dalmatien roulé,30,0,0,0,0,1,0,"['pate-a-tartiner', 'cacao', 'farine', 'oeuf', 'beurre', 'sucre']",0,0,0,1
178,179,20,9,"4,7",Filet mignon de porc rôti à la moutarde à l'ancienne,100,0,0,0,0,0,0,"['pomme-de-terre', 'huile-d-olive', 'beurre', 'poivre', 'laurier', 'filet-mignon', 'moutarde-a-l-ancienne', 'thym', 'sel']",1,0,0,0
179,180,94,4,"4,8",Magret de canard séché de Marielle (19ème rencontre Marmiton),10,0,0,0,0,0,1,"['thym', 'poivre', 'magret-de-canard', 'gros-sel']",0,0,0,0
180,181,10,13,"4,4",Civet de sanglier facile,170,0,0,0,0,0,1,"['huile-d-olive', 'piment-de-cayenne', 'cube-de-bouillon', 'farine', 'oignon', 'carotte', 'feuille-de-laurier', 'bourgogne', 'sanglier', 'poivre', 'lardons-fumes', 'thym', 'sel']",0,0,0,0
181,182,245,8,"4,8",Tagliatelles à la crème de poireaux,40,0,0,0,0,0,0,"['lardons', 'parmesan', 'poireau', 'creme-fraiche', 'beurre', 'tagliatelle', 'poivre', 'sel']",1,0,0,0
182,183,21,9,"4,7",Magret de canard rôti aux mendiants,30,0,0,0,0,0,0,"['muscade', 'sauce-soja', 'raisins-secs', 'magret-de-canard', 'pruneau', 'abricot', 'poivre', 'sucre', 'sel']",1,0,0,0
183,184,21,9,5,Croustade aux Pommes (Gascogne),55,0,0,0,0,1,0,"['filo', 'pruneau', 'pomme', 'beurre', 'sucre-en-poudre', 'cannelle', 'poivre', 'armagnac', 'sel']",0,0,0,1
184,185,10,8,"4,7",Poêlée d'aubergines à la provençale,40,0,0,0,0,0,1,"['tomate', 'huile-d-olive', 'basilic', 'fromage-rape', 'aubergine', 'ail', 'gros-sel', 'oignon']",0,0,0,1
185,186,29,4,"4,9",Soupe Champagne,10,0,0,1,0,0,0,"['mousseux', 'citron', 'cointreau', 'sucre-de-canne']",0,0,1,1
186,187,17,5,"4,9",Tresse tartiflette,40,0,0,0,0,0,0,"['pomme-de-terre', 'pate-feuilletee', 'lardons', 'fromage', 'oeuf']",1,0,0,0
187,188,2,6,"3,5",Pop cake facile à la banane et chocolat,15,0,0,0,0,1,0,"['gateaux', 'fromage-frais', 'lait', 'banane', 'chocolat-blanc', 'sucre']",0,0,0,1
188,189,865,8,"4,7",Cake salé au jambon et aux olives,65,0,0,0,0,0,1,"['farine', 'huile', 'lait', 'oeuf', 'gruyere-rape', 'olive-verte', 'levure-chimique', 'jambon']",0,0,0,0
189,190,7,10,"4,4",Gâteau de pain perdu jambon mozzarella,45,0,0,0,0,0,0,"['mozzarella', 'baguette', 'creme-liquide', 'lait', 'oeuf', 'persil', 'poivre', 'jambon-de-parme', 'cerfeuil', 'sel']",1,0,0,0
190,191,6,5,"4,7",Croûte savoyarde ou croîte au fromage,30,0,0,0,0,0,0,"['poitrine-fumee', 'beaufort', 'vin-blanc', 'pain', 'ail']",1,0,0,0
191,192,2,8,"4,5",Les sablés crayons de la rentrée,37,0,0,0,0,1,0,"['citron', 'pate-a-sucre', 'sucre-semoule', 'farine', 'sucre-glace', 'oeuf', 'beurre', 'sel']",0,0,0,1
192,193,11,14,"4,8",blanquette de veau phô,110,0,0,0,0,0,0,"['clou-de-girofle', 'soja', 'bouillon-de-poule', 'basilic-frais', 'carotte', 'farine', 'beurre', 'blanquette-de-veau', 'cannelle', 'coriandre', 'etoile-de-badiane', 'nuoc-mam', 'oignon', 'gingembre']",1,0,0,0
193,194,17,6,"4,3",Brochette de croque-monsieurs panée,20,0,0,0,0,0,0,"['mozzarella', 'pain-de-mie', 'jambon-blanc', 'oeuf', 'chapelure', 'beurre']",1,0,0,0
194,195,90,12,"4,6",Gratin de courgettes à la grecque,70,0,0,0,0,0,0,"['tomates-pelees', 'huile-d-olive', 'oignon', 'origan', 'courgette', 'lait', 'oeuf', 'creme-fraiche-epaisse', 'sel', 'poivre', 'ail', 'feta']",1,0,0,1
195,196,4,9,5,layer cake kinder bueno,55,0,0,0,0,1,0,"['mascarpone', 'pate-a-tartiner', 'cacao-amer', 'kinder-bueno', 'farine', 'creme-liquide', 'oeuf', 'sucre-en-poudre', 'pralin']",0,0,0,1
196,197,115,14,"4,7",Filet mignon de porc aux pommes et au cidre brut,90,0,0,0,0,0,0,"['cidre', 'tomate', 'melange-5-baies', 'champignon-de-paris', 'huile', 'lard-fume', 'pomme', 'oignon-jaune', 'beurre', 'creme', 'poivre', 'filet-mignon', 'moutarde', 'sel']",1,0,0,0
197,198,15,6,"4,8",Le vrai Chocolat chaud maison,15,0,0,1,0,0,0,"['chocolat-noir', 'extrait-de-vanille', 'lait', 'creme-fraiche', 'cannelle', 'sucre']",0,0,0,1
198,199,11,6,"4,6",Pois chiches grillés,65,0,1,0,0,0,0,"['huile-d-olive', 'pois-chiches', 'bicarbonate', 'poivre', 'ail', 'sel']",0,0,1,1
199,200,0,8,0,Brochettes boeuf courgette tomate sur branche de romarin,27,0,1,0,0,0,0,"['tomate-cerise', 'huile-d-olive', 'fromage-frais', 'courgette', 'boeuf', 'poivre', 'romarin', 'sel']",0,0,0,0
200,201,401,10,"4,8",Tarte aux poireaux et aux lardons,50,0,0,0,0,0,1,"['lardons', 'poireau', 'farine', 'fromage-rape', 'oeuf', 'eau', 'beurre', 'creme-fraiche', 'poivre', 'sel']",0,0,0,0
201,202,487,12,"4,8",Chili con carne facile,35,0,0,0,0,0,0,"['chili', 'bouillon-de-boeuf', 'boeuf-hache', 'cumin-en-poudre', 'concentre-de-tomates', 'haricots-rouges', 'beurre', 'persil', 'ail', 'poivre', 'oignon', 'sel']",1,0,0,0
202,203,55,9,"4,3",Chou rouge aux pommes (de ma grand-mère),35,1,0,0,0,0,0,"['muscade', 'chou-rouge', 'cassonade', 'vinaigre', 'pomme', 'eau', 'margarine', 'poivre', 'sel']",0,0,1,1
203,204,1,5,5,Bubble tea,30,0,0,1,0,0,0,"['colorant', 'perles-du-japon', 'the-vert', 'glacons', 'sirop']",0,0,1,1
204,205,86,5,"4,3",Bûche de Noël au pain d'épices,740,0,0,0,0,1,0,"['chocolat-noir', 'rhum', 'pain-d-epices', 'creme-liquide', 'melange-4-epices']",0,0,0,1
205,206,57,10,"4,7",Petites charlottes de chèvre aux poivrons,15,0,0,0,0,0,1,"['poivron-rouge', 'huile-d-olive', 'pain-de-mie', 'basilic', 'gelatine', 'creme-fraiche', 'fromage-de-chevre', 'poivre', 'ail', 'sel']",0,0,0,0
206,207,204,9,"4,8",Risotto aux asperges fraîches,40,0,0,0,0,0,0,"['asperge', 'parmesan', 'poivre-blanc', 'bouillon', 'beurre', 'vin-blanc', 'riz-pour-risotto', 'oignon', 'sel']",1,0,0,1
207,208,12,7,"4,2",Gaspacho aux carottes et à la menthe fraîche,55,0,0,0,0,0,1,"['huile-d-olive', 'menthe', 'cube-de-bouillon', 'ail', 'poivre', 'carotte', 'sel']",0,0,0,0
208,209,35,6,"4,4",Moka au café avec petits beurres,30,0,0,0,0,1,0,"['jaune-d-oeuf', 'cafe', 'sucre-semoule', 'petit-beurre', 'beurre']",0,0,0,1
209,210,11,7,"4,6",Crêpes Suzettes flambées au Grand Marnier,20,0,0,0,0,1,0,"['cognac', 'orange', 'grand-marnier', 'beurre', 'crepe', 'sucre-en-poudre', 'sucre']",0,0,0,1
210,211,7,11,"4,3",Tomate burger,25,0,0,0,0,0,0,"['mozzarella', 'tomate', 'oignon-rouge', 'champignon-de-paris', 'viande-hachee', 'persil', 'cornichon', 'bacon', 'poivre', 'thym', 'sel']",1,0,0,0
211,212,417,5,"4,7",Charlotte facile poire chocolat,60,0,0,0,0,1,0,"['poire', 'oeuf', 'chocolat', 'boudoir', 'sel']",0,0,0,1
212,213,210,9,"4,6",Rillettes de thon au basilic,15,0,0,0,0,0,1,"['citron', 'basilic', 'creme-fraiche', 'paprika', 'thon', 'sel', 'poivre', 'moutarde', 'petit-suisse']",0,0,0,0
213,214,0,9,0,Wontons frits aux crevettes,52,0,0,0,0,0,1,"['crevette', 'sauce-soja', 'pate', 'huile-de-friture', 'maizena', 'huile-de-sesame', 'poivre', 'oignon', 'sel']",0,0,0,0
214,215,105,10,"4,6",Aubergines gratinées,65,1,0,0,0,0,0,"['poivron-rouge', 'tomate', 'mozzarella', 'basilic', 'huile', 'aubergine', 'gruyere-rape', 'poivre', 'miel', 'sel']",0,0,0,1
215,216,9,8,"4,1",Tian aux légumes,70,1,0,0,0,0,0,"['poivron-rouge', 'huile-d-olive', 'thym', 'aubergine', 'poivre', 'herbes-de-provence', 'oignon', 'sel']",0,0,1,1
216,217,16,8,"3,7",Bouchées de concombre au crabe,15,0,0,0,0,0,1,"['crabe', 'creme-fraiche-epaisse', 'ciboulette', 'pulpe-de-tomate', 'gros-sel', 'concombre', 'poivre', 'sel']",0,0,0,0
217,218,489,12,"4,8",Couscous poulet et merguez facile,65,0,0,0,0,0,0,"['harissa', 'tomate', 'huile-d-olive', 'cube-de-bouillon', 'pois-chiches', 'concentre-de-tomates', 'navet', 'courgette', 'epices-a-couscous', 'pilon-de-poulet', 'merguez', 'carotte']",1,0,0,0
218,219,16,17,"4,4",Gâteau de crêpes,73,0,0,0,0,1,0,"['jaune-d-oeuf', 'levure', 'rhum', 'gelatine', 'farine', 'huile', 'biere', 'jus-d-orange', 'lait', 'oeuf', 'eau', 'grand-marnier', 'sucre-en-poudre', 'sucre', 'sel']",0,0,0,0
219,220,13,9,"4,7",Brownies fantômes,50,0,0,0,0,1,0,"['blanc-d-oeuf', 'citron', 'farine', 'sucre-glace', 'oeuf', 'beurre', 'chocolat', 'sucre-en-poudre', 'chocolat-patissier']",0,0,0,1
220,221,34,8,"4,5",Poulet au Champagne et à l'estragon,150,0,0,0,0,0,0,"['champagne', 'estragon', 'champignon', 'creme-fraiche', 'poulet', 'poivre', 'moutarde', 'sel']",1,0,0,0
221,222,14,6,"4,7",Risotto de crozets au beaufort,35,1,0,0,0,0,0,"['huile-d-olive', 'crozet', 'bouillon-de-poule', 'beaufort', 'vin-blanc-sec', 'oignon']",0,0,0,0
222,223,18,4,"4,4",Palmiers (biscuits),35,0,0,0,0,1,0,"['sucre-vanille', 'beurre', 'sucre', 'pate-feuilletee']",0,0,0,1
223,224,134,3,"4,7","Feuilletés apéritif (allumettes au fromage, feuilletés à la saucisse)",20,0,1,0,0,0,0,"['saucisse', 'gruyere-rape', 'pate-feuilletee']",0,0,0,0
224,225,31,10,"4,7",Clafoutis aux framboises,40,0,0,0,0,1,0,"['jaune-d-oeuf', 'lait', 'oeuf', 'sucre-vanille', 'creme-fraiche', 'maizena', 'beurre', 'sucre', 'framboises', 'sel']",0,0,0,1
225,226,62,8,"4,4",Brioche au yaourt,190,0,0,0,0,1,0,"['jus-de-citron', 'farine', 'yaourt', 'oeuf', 'beurre', 'sucre', 'levure-de-boulanger', 'sel']",0,0,0,1
226,227,8,10,"4,6",Cookies pépites chocolat & beurre de cacahuètes de Mrs Gourmandise,28,0,0,0,0,1,0,"['beurre-de-cacahuetes', 'sucre-semoule', 'farine', 'lait', 'oeuf', 'sucre-vanille', 'beurre', 'chocolat', 'levure-chimique', 'sel']",0,0,0,1
227,228,668,7,"4,8",Filet mignon de porc au Maroilles,60,0,0,0,0,0,0,"['maroilles', 'creme-fraiche', 'vin-blanc', 'poivre', 'filet-mignon', 'oignon', 'sel']",1,0,0,0
228,229,79,8,"4,4",Verrine à l'avocat facile et rapide,15,0,1,0,0,0,0,"['citron', 'tomate', 'avocat', 'huile-d-olive', 'creme-fraiche-epaisse', 'thon', 'poivre', 'sel']",0,0,0,0
229,230,217,7,"4,6",Quatre-quarts facile,55,0,0,0,0,1,0,"['jus-de-citron', 'extrait-de-vanille', 'farine', 'oeuf', 'beurre', 'sucre', 'sel']",0,0,0,1
230,231,93,7,"4,8",Moelleux au chocolat coeur fondant,20,0,0,0,0,1,0,"['chocolat-noir', 'farine', 'sucre-glace', 'oeuf', 'beurre', 'sucre-en-poudre']",0,0,0,1
231,232,130,2,"4,4",Meringues ultra simples,95,0,0,0,1,0,0,"['blanc-d-oeuf', 'sucre-glace']",0,0,0,1
232,233,85,5,"4,4",Soupe de potimarron,40,0,0,0,0,0,1,"['potimarron', 'creme-fraiche', 'eau', 'ail', 'sel']",0,0,0,1
233,234,397,6,"4,9",Endive jambon,45,0,0,0,0,0,0,"['creme-fraiche-liquide', 'beurre', 'gruyere-rape', 'endive', 'jambon', 'ail']",1,0,0,0
234,235,23,8,"4,3",Brownie marbré chocolat caramel au beurre salé,45,0,0,0,0,1,0,"['farine', 'sucre-de-canne', 'caramel', 'oeuf', 'beurre', 'creme-fraiche-epaisse', 'chocolat']",0,0,0,1
235,236,188,6,"4,6",Quatre quarts ultra simple,60,0,0,0,0,1,0,"['sucre-semoule', 'farine', 'oeuf', 'sucre-vanille', 'beurre', 'levure-chimique']",0,0,0,1
236,237,417,12,"4,7",Tajine d'agneau aux pruneaux,80,0,0,0,0,0,0,"['amandes', 'epaule-d-agneau', 'huile-d-olive', 'pruneau', 'the', 'ail', 'cannelle', 'coriandre', 'safran', 'miel', 'oignon', 'gingembre']",1,0,0,0
237,238,21,7,"4,5",Chausson courgette et saumon frais,40,0,0,0,0,0,1,"['jaune-d-oeuf', 'saumon', 'pate-feuilletee', 'huile-d-olive', 'courgette', 'herbes-de-provence', 'sel']",0,0,0,0
238,239,4,5,"4,8",Marquise glacée au chocolat noir et aux amandes,25,0,0,0,0,1,0,"['amandes', 'cafe', 'oeuf', 'beurre', 'chocolat']",0,0,0,1
239,240,7,7,"4,6",Galette au brie,60,0,0,0,0,0,1,"['pomme-de-terre', 'lardons', 'brie-de-meaux', 'oeuf', 'beurre', 'chapelure', 'oignon']",0,0,0,0
240,241,121,10,"4,8",Véritable Carrot Cake (recette USA),45,0,0,0,0,1,0,"['muscade', 'farine', 'huile', 'extrait-de-vanille-liquide', 'oeuf', 'cannelle', 'noix', 'levure-chimique', 'sucre', 'carotte']",0,0,0,1
241,242,10,5,"4,3",Crème renversée ,55,0,0,0,0,1,0,"['lait', 'oeuf', 'sucre-en-poudre', 'sucre-en-morceaux', 'vanille']",0,0,0,1
242,243,24,11,"4,4",Pizza sur aubergine,40,0,0,0,0,0,0,"['mozzarella', 'tomate', 'huile-d-olive', 'coulis-de-tomate', 'basilic-frais', 'origan', 'aubergine', 'fleur-de-sel', 'poivre', 'jambon', 'sel']",1,0,0,0
243,244,2,8,"4,5",Sushi cake,55,0,0,0,0,0,0,"['sauce-soja', 'avocat', 'riz', 'saumon-frais', 'guacamole', 'concombre', 'nori', 'sesame']",1,0,0,0
244,245,3,4,4,Le grillé aux Pommes,30,0,0,0,0,1,0,"['pomme', 'beurre', 'pate-feuilletee', 'gelee']",0,0,0,1
245,246,749,7,"4,7",Galette des rois à la frangipane,30,0,0,0,0,1,0,"['jaune-d-oeuf', 'pate-feuilletee', 'oeuf', 'beurre', 'sucre-fin', 'feve', 'poudre-d-amande']",0,0,0,1
246,247,83,10,"4,8",Flan aux carottes,55,0,0,0,0,0,1,"['basilic', 'fromage-rape', 'oeuf', 'beurre', 'ciboulette', 'persil', 'creme', 'poivre', 'carotte', 'sel']",0,0,0,1
247,248,36,8,"4,4",Tiramisu au nutella,26,0,0,0,0,1,0,"['mascarpone', 'nutella', 'cacao', 'biscuit', 'cafe', 'lait', 'oeuf', 'sucre']",0,0,0,1
248,249,88,14,"4,6",Salade César,20,0,0,0,0,0,1,"['parmesan-rape', 'citron', 'parmesan', 'huile', 'laitue', 'tabasco', 'oeuf', 'capres', 'ail', 'poivre', 'pain', 'moutarde', 'sel']",0,0,0,1
249,250,22,6,"4,5",Flapjack à la banane (barre d'avoine),40,0,0,0,0,1,0,"['flocons-d-avoine', 'sucre-roux', 'banane', 'beurre', 'cannelle', 'miel']",0,0,0,1
250,251,225,9,"4,8","Papillotes de saumon au miel, curry et gingembre",30,0,0,0,0,0,0,"['saumon', 'creme-fraiche', 'beurre', 'sel', 'curry', 'poivre', 'miel', 'oignon', 'gingembre']",1,0,0,0
251,252,0,6,0,Jello shot Mojito,193,0,0,1,0,0,0,"['rhum', 'gelatine', 'menthe', 'cassonade', 'citron-vert', 'eau-gazeuse']",0,0,0,0
252,253,4,10,"4,8",Tartelette aux fraises et rhubarb'curd,105,0,0,0,0,1,0,"['farine', 'oeuf', 'beurre', 'maizena', 'sel', 'rhubarbe', 'sucre', 'fraises']",0,0,0,1
253,254,75,4,"4,6","""Soufflés"" coulants au chocolat",20,0,0,0,0,1,0,"['oeuf', 'beurre', 'chocolat-noir', 'sucre']",0,0,0,1
254,255,6,8,"4,2",Ramen Burger,45,0,0,0,0,0,0,"['comte', 'batavia', 'boeuf-hache', 'ramen', 'huile', 'oeuf', 'mais', 'oignon']",1,0,0,0
255,256,111,6,"4,1",Pâte à crêpes facile,10,0,0,0,0,0,0,"['farine', 'huile', 'lait', 'oeuf', 'eau', 'sel']",1,0,0,1
256,257,252,10,"4,8",Quiche au poireau et saumon fumé,45,0,0,0,0,0,1,"['muscade', 'saumon-fume', 'poireau', 'pate-brisee', 'lait', 'oeuf', 'creme-fraiche', 'gruyere-rape', 'poivre', 'sel']",0,0,0,0
257,258,29,7,"4,2",Roulés feuilletés à la saucisse,30,0,0,0,0,0,1,"['jaune-d-oeuf', 'pate-feuilletee', 'lait', 'creme-fraiche', 'knack', 'poivre', 'moutarde']",0,0,0,0
258,259,143,2,"4,5",Crème de mangue facile et légère,10,0,0,0,0,1,0,"['lait-de-coco', 'mangue']",0,0,1,1
259,260,15,4,"4,4",Brochette de viande au fromage,28,0,0,0,0,0,0,"['poivre', 'fromage', 'boeuf', 'sel']",1,0,0,0
260,261,6,14,"4,2",Lasagnes au miel et aux pistaches de Lili,75,0,0,0,0,1,0,"['amandes', 'mascarpone', 'pistache', 'farine', 'compote', 'lait', 'quatre-epices', 'lasagnes', 'beurre', 'noix', 'raisin', 'poivre', 'miel', 'vanille']",0,0,0,1
261,262,219,9,"4,7",Velouté de chou- fleur,35,0,0,0,0,0,1,"['pomme-de-terre', 'origan', 'bouillon', 'eau', 'chou-fleur', 'beurre', 'creme-fraiche', 'poivre', 'sel']",0,0,0,1
262,263,23,8,"4,8",Ficelle picarde (la vraie),40,0,0,0,0,0,1,"['citron', 'champignon-de-paris', 'jambon-blanc', 'creme-fraiche', 'crepe', 'gruyere-rape', 'poivre', 'sel']",0,0,0,0
